name	unknotting_number	three_genus	bridge_index	braid_index	signature	alexander_polynomial	jones_polynomial	homfly_polynomial	determinant	volume
Name	Unknotting Number	Genus	Bridge Index	Braid Index	Signature	Alexander	Jones	HOMFLY	Determinant	Volume
11a_202	[2, 3]	3	3	5	-2	2-12*t+ 26*t^2-31*t^3+ 26*t^4-12*t^5+ 2*t^6	t^(-3)-2*t^(-2)+ 6*t^(-1)-10+ 14*t-18*t^2+ 18*t^3-16*t^4+ 13*t^5-8*t^6+ 4*t^7-t^8	(2*v^(-2)-1-2*v^2+ 2*v^4)+ (v^(-2)-4-2*v^2+ 2*v^4-v^6)*z^2+ (-2+ v^2+ 2*v^4-v^6)*z^4+ (v^2+ v^4)*z^6	111	14.87112202
11a_203	3	4	2	4	-6	1-5*t+ 9*t^2-11*t^3+ 11*t^4-11*t^5+ 9*t^6-5*t^7+ t^8	t-2*t^2+ 4*t^3-5*t^4+ 8*t^5-9*t^6+ 9*t^7-9*t^8+ 7*t^9-5*t^10+ 3*t^11-t^12	(3*v^4-3*v^6+ 2*v^8-v^10)+ (7*v^4-10*v^6+ 10*v^8-3*v^10)*z^2+ (5*v^4-12*v^6+ 9*v^8-v^10)*z^4+ (v^4-6*v^6+ 2*v^8)*z^6+ (-v^6)*z^8	63	10.26133186
11a_204	2	3	2	5	-4	2-11*t+ 23*t^2-29*t^3+ 23*t^4-11*t^5+ 2*t^6	1-3*t+ 7*t^2-10*t^3+ 14*t^4-16*t^5+ 16*t^6-14*t^7+ 10*t^8-6*t^9+ 3*t^10-t^11	(v^2+ v^4-2*v^6+ 2*v^8-v^10)+ (2*v^2-2*v^6+ 4*v^8-v^10)*z^2+ (v^2-2*v^4-2*v^6+ 2*v^8)*z^4+ (-v^4-v^6)*z^6	101	13.60801589
11a_205	2	3	2	5	2	2-10*t+ 21*t^2-25*t^3+ 21*t^4-10*t^5+ 2*t^6	t^(-7)-3*t^(-6)+ 6*t^(-5)-10*t^(-4)+ 13*t^(-3)-14*t^(-2)+ 14*t^(-1)-12+ 9*t-5*t^2+ 3*t^3-t^4	(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (v^(-6)-4*v^(-4)+ v^(-2)+ 3-2*v^2)*z^2+ (-2*v^(-4)+ 2*v^(-2)+ 3-v^2)*z^4+ (v^(-2)+ 1)*z^6	91	12.87983706
11a_206	3	4	2	4	6	1-5*t+ 7*t^2-7*t^3+ 7*t^4-7*t^5+ 7*t^6-5*t^7+ t^8	-t^(-12)+ 2*t^(-11)-4*t^(-10)+ 5*t^(-9)-6*t^(-8)+ 7*t^(-7)-6*t^(-6)+ 6*t^(-5)-4*t^(-4)+ 3*t^(-3)-2*t^(-2)+ t^(-1)	(-3*v^(-10)+ 4*v^(-8)-v^(-6)+ v^(-4))+ (-4*v^(-10)+ 13*v^(-8)-7*v^(-6)+ 6*v^(-4))*z^2+ (-v^(-10)+ 10*v^(-8)-11*v^(-6)+ 5*v^(-4))*z^4+ (2*v^(-8)-6*v^(-6)+ v^(-4))*z^6+ (-v^(-6))*z^8	47	8.628755386
11a_207	2	3	2	5	4	2-11*t+ 19*t^2-21*t^3+ 19*t^4-11*t^5+ 2*t^6	-t^(-11)+ 2*t^(-10)-5*t^(-9)+ 8*t^(-8)-11*t^(-7)+ 14*t^(-6)-13*t^(-5)+ 12*t^(-4)-9*t^(-3)+ 6*t^(-2)-3*t^(-1)+ 1	(-2*v^(-10)+ 2*v^(-8)+ v^(-4))+ (-v^(-10)+ 5*v^(-8)+ v^(-4)+ 2*v^(-2))*z^2+ (2*v^(-8)-2*v^(-6)-2*v^(-4)+ v^(-2))*z^4+ (-v^(-6)-v^(-4))*z^6	85	12.73555499
11a_208	2	3	2	5	4	2-12*t+ 24*t^2-29*t^3+ 24*t^4-12*t^5+ 2*t^6	-t^(-11)+ 3*t^(-10)-7*t^(-9)+ 11*t^(-8)-15*t^(-7)+ 17*t^(-6)-16*t^(-5)+ 15*t^(-4)-10*t^(-3)+ 6*t^(-2)-3*t^(-1)+ 1	(-v^(-10)+ v^(-6)+ v^(-4))+ (-v^(-10)+ 3*v^(-8)+ 2*v^(-6)+ 2*v^(-2))*z^2+ (2*v^(-8)-v^(-6)-2*v^(-4)+ v^(-2))*z^4+ (-v^(-6)-v^(-4))*z^6	105	13.9792285
11a_209	1	3	3	6	0	1-10*t+ 34*t^2-51*t^3+ 34*t^4-10*t^5+ t^6	t^(-6)-3*t^(-5)+ 8*t^(-4)-14*t^(-3)+ 19*t^(-2)-23*t^(-1)+ 23-20*t+ 16*t^2-9*t^3+ 4*t^4-t^5	(v^(-6)-v^(-4)+ v^2)+ (-3*v^(-4)+ 2*v^(-2)-2+ v^2-v^4)*z^2+ (3*v^(-2)-1+ 2*v^2)*z^4+ (-1)*z^6	141	17.3022803
11a_210	1	2	2	6	0	4-18*t+ 29*t^2-18*t^3+ 4*t^4	t^(-6)-2*t^(-5)+ 4*t^(-4)-7*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 12-10*t+ 8*t^2-5*t^3+ 3*t^4-t^5	(v^(-6)-v^(-4)-v^(-2)+ 2)+ (-2*v^(-4)-v^(-2)+ 2-v^4)*z^2+ (v^(-2)+ 2+ v^2)*z^4	73	11.52243144
11a_211	2	2	2	6	2	3-17*t+ 27*t^2-17*t^3+ 3*t^4	-t^(-10)+ 2*t^(-9)-4*t^(-8)+ 6*t^(-7)-8*t^(-6)+ 10*t^(-5)-10*t^(-4)+ 10*t^(-3)-7*t^(-2)+ 5*t^(-1)-3+ t	(-v^(-10)+ v^(-8)-v^(-6)+ 2*v^(-4))+ (2*v^(-8)+ 2*v^(-4)+ 1)*z^2+ (-v^(-6)-v^(-4)-v^(-2))*z^4	67	10.88047437
11a_212	2	3	3	5	-4	3-16*t+ 35*t^2-45*t^3+ 35*t^4-16*t^5+ 3*t^6	1-3*t+ 8*t^2-14*t^3+ 21*t^4-24*t^5+ 25*t^6-23*t^7+ 17*t^8-11*t^9+ 5*t^10-t^11	(v^2+ v^4-v^6)+ (2*v^2+ v^4-4*v^6+ 4*v^8-v^10)*z^2+ (v^2-v^4-5*v^6+ 3*v^8)*z^4+ (-v^4-2*v^6)*z^6	153	17.70920626
11a_213	2	3	3	5	-4	3-16*t+ 33*t^2-41*t^3+ 33*t^4-16*t^5+ 3*t^6	1-3*t+ 8*t^2-14*t^3+ 20*t^4-23*t^5+ 24*t^6-21*t^7+ 16*t^8-10*t^9+ 4*t^10-t^11	(v^2+ v^8-v^10)+ (2*v^2+ v^4-3*v^6+ 5*v^8-v^10)*z^2+ (v^2-v^4-5*v^6+ 3*v^8)*z^4+ (-v^4-2*v^6)*z^6	145	17.50994879
11a_214	2	2	3	6	0	3-17*t+ 29*t^2-17*t^3+ 3*t^4	t^(-4)-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 9-11*t+ 10*t^2-9*t^3+ 7*t^4-4*t^5+ 3*t^6-t^7	(v^(-4)-2*v^2+ 2*v^4)+ (-2*v^(-2)-1-2*v^2+ v^4-v^6)*z^2+ (1+ v^2+ v^4)*z^4	69	11.79474143
11a_215	2	4	3	4	-4	1-6*t+ 17*t^2-27*t^3+ 31*t^4-27*t^5+ 17*t^6-6*t^7+ t^8	-t^(-1)+ 4-8*t+ 14*t^2-18*t^3+ 21*t^4-21*t^5+ 19*t^6-14*t^7+ 8*t^8-4*t^9+ t^10	(3*v^4-2*v^6)+ (-2*v^2+ 10*v^4-7*v^6+ 2*v^8)*z^2+ (-3*v^2+ 10*v^4-7*v^6+ v^8)*z^4+ (-v^2+ 5*v^4-2*v^6)*z^6+ (v^4)*z^8	133	16.73216092
11a_216	1	4	3	4	-2	1-6*t+ 17*t^2-31*t^3+ 37*t^4-31*t^5+ 17*t^6-6*t^7+ t^8	t^(-3)-4*t^(-2)+ 9*t^(-1)-15+ 21*t-23*t^2+ 24*t^3-21*t^4+ 15*t^5-9*t^6+ 4*t^7-t^8	(1-v^2+ 2*v^4-v^6)+ (3-8*v^2+ 8*v^4-2*v^6)*z^2+ (3-10*v^2+ 7*v^4-v^6)*z^4+ (1-5*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	147	17.27953289
11a_217	2	4	3	4	2	1-6*t+ 16*t^2-29*t^3+ 35*t^4-29*t^5+ 16*t^6-6*t^7+ t^8	-t^(-8)+ 3*t^(-7)-8*t^(-6)+ 14*t^(-5)-19*t^(-4)+ 23*t^(-3)-22*t^(-2)+ 20*t^(-1)-15+ 9*t-4*t^2+ t^3	(-3*v^(-6)+ 6*v^(-4)-3*v^(-2)+ 1)+ (-3*v^(-6)+ 12*v^(-4)-9*v^(-2)+ 3)*z^2+ (-v^(-6)+ 8*v^(-4)-10*v^(-2)+ 3)*z^4+ (2*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	139	17.24619221
11a_218	2	3	3	6	2	1-10*t+ 32*t^2-45*t^3+ 32*t^4-10*t^5+ t^6	-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 13*t^(-5)-18*t^(-4)+ 21*t^(-3)-21*t^(-2)+ 19*t^(-1)-14+ 9*t-4*t^2+ t^3	(-v^(-8)+ 2*v^(-6)-v^(-4)+ 1)+ (3*v^(-6)-3*v^(-4)+ v^(-2)-1+ v^2)*z^2+ (-3*v^(-4)+ v^(-2)-2)*z^4+ (v^(-2))*z^6	131	16.74395185
11a_219	2	2	3	6	2	4-22*t+ 35*t^2-22*t^3+ 4*t^4	-t^(-10)+ 2*t^(-9)-5*t^(-8)+ 8*t^(-7)-11*t^(-6)+ 14*t^(-5)-13*t^(-4)+ 13*t^(-3)-10*t^(-2)+ 6*t^(-1)-3+ t	(-v^(-10)+ v^(-6)+ v^(-4))+ (2*v^(-8)+ 2*v^(-6)+ v^(-2)+ 1)*z^2+ (-v^(-6)-2*v^(-4)-v^(-2))*z^4	87	13.45778475
11a_220	2	3	2	5	-4	2-10*t+ 19*t^2-23*t^3+ 19*t^4-10*t^5+ 2*t^6	1-2*t+ 5*t^2-8*t^3+ 11*t^4-13*t^5+ 14*t^6-12*t^7+ 9*t^8-6*t^9+ 3*t^10-t^11	(2*v^2-2*v^4+ v^6+ v^8-v^10)+ (3*v^2-3*v^4+ 4*v^8-v^10)*z^2+ (v^2-3*v^4-2*v^6+ 2*v^8)*z^4+ (-v^4-v^6)*z^6	85	12.62146344
11a_221	2	4	3	4	2	1-5*t+ 10*t^2-15*t^3+ 17*t^4-15*t^5+ 10*t^6-5*t^7+ t^8	-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 13*t^(-3)-12*t^(-2)+ 11*t^(-1)-8+ 5*t-3*t^2+ t^3	(-4*v^(-6)+ 8*v^(-4)-4*v^(-2)+ 1)+ (-4*v^(-6)+ 16*v^(-4)-12*v^(-2)+ 4)*z^2+ (-v^(-6)+ 10*v^(-4)-13*v^(-2)+ 4)*z^4+ (2*v^(-4)-6*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	79	12.24281962
11a_222	1	3	3	5	0	2-11*t+ 23*t^2-29*t^3+ 23*t^4-11*t^5+ 2*t^6	-t^(-7)+ 2*t^(-6)-5*t^(-5)+ 9*t^(-4)-12*t^(-3)+ 16*t^(-2)-16*t^(-1)+ 15-12*t+ 8*t^2-4*t^3+ t^4	(-2*v^(-6)+ 3*v^(-4))+ (-v^(-6)+ 5*v^(-4)-v^(-2)-1+ v^2)*z^2+ (2*v^(-4)-2*v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6	101	13.89033083
11a_223	3	4	3	4	-6	1-5*t+ 10*t^2-14*t^3+ 15*t^4-14*t^5+ 10*t^6-5*t^7+ t^8	t-2*t^2+ 5*t^3-7*t^4+ 10*t^5-11*t^6+ 11*t^7-11*t^8+ 8*t^9-5*t^10+ 3*t^11-t^12	(4*v^4-5*v^6+ 3*v^8-v^10)+ (8*v^4-13*v^6+ 11*v^8-3*v^10)*z^2+ (5*v^4-13*v^6+ 9*v^8-v^10)*z^4+ (v^4-6*v^6+ 2*v^8)*z^6+ (-v^6)*z^8	75	12.69813606
11a_224	2	3	2	5	-4	2-10*t+ 20*t^2-25*t^3+ 20*t^4-10*t^5+ 2*t^6	1-2*t+ 5*t^2-8*t^3+ 12*t^4-14*t^5+ 14*t^6-13*t^7+ 10*t^8-6*t^9+ 3*t^10-t^11	(2*v^2-v^4-v^6+ 2*v^8-v^10)+ (3*v^2-3*v^4-v^6+ 4*v^8-v^10)*z^2+ (v^2-3*v^4-2*v^6+ 2*v^8)*z^4+ (-v^4-v^6)*z^6	89	13.0758567
11a_225	2	3	2	5	4	2-8*t+ 11*t^2-11*t^3+ 11*t^4-8*t^5+ 2*t^6	-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-7*t^(-5)+ 8*t^(-4)-7*t^(-3)+ 7*t^(-2)-5*t^(-1)+ 3-2*t+ t^2	(-2*v^(-8)+ 3*v^(-6)-v^(-2)+ 1)+ (-v^(-8)+ 6*v^(-6)-v^(-4)-4*v^(-2)+ 3)*z^2+ (2*v^(-6)-3*v^(-4)-4*v^(-2)+ 1)*z^4+ (-v^(-4)-v^(-2))*z^6	53	9.362236961
11a_226	1	2	2	6	2	4-18*t+ 27*t^2-18*t^3+ 4*t^4	-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 7*t^(-5)-9*t^(-4)+ 11*t^(-3)-11*t^(-2)+ 10*t^(-1)-7+ 5*t-3*t^2+ t^3	(-v^(-8)+ v^(-6)+ v^(-4)-v^(-2)+ 1)+ (2*v^(-6)+ v^(-4)-2*v^(-2)+ v^2)*z^2+ (-v^(-4)-2*v^(-2)-1)*z^4	71	11.51442678
11a_227	3	3	3	4	-6	5-17*t+ 31*t^2-37*t^3+ 31*t^4-17*t^5+ 5*t^6	t^3-3*t^4+ 9*t^5-14*t^6+ 20*t^7-23*t^8+ 23*t^9-21*t^10+ 15*t^11-9*t^12+ 4*t^13-t^14	(v^6+ 4*v^8-5*v^10+ v^12)+ (3*v^6+ 12*v^8-6*v^10-v^12)*z^2+ (3*v^6+ 11*v^8-v^12)*z^4+ (v^6+ 3*v^8+ v^10)*z^6	143	17.34948676
11a_228	2	3	3	6	0	1-10*t+ 32*t^2-47*t^3+ 32*t^4-10*t^5+ t^6	t^(-6)-3*t^(-5)+ 7*t^(-4)-13*t^(-3)+ 18*t^(-2)-21*t^(-1)+ 22-19*t+ 15*t^2-9*t^3+ 4*t^4-t^5	(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (-3*v^(-4)+ 3*v^(-2)-1+ v^2-v^4)*z^2+ (3*v^(-2)-1+ 2*v^2)*z^4+ (-1)*z^6	133	16.80895098
11a_229	2	2	2	6	-2	4-18*t+ 27*t^2-18*t^3+ 4*t^4	t^(-1)-2+ 5*t-8*t^2+ 10*t^3-11*t^4+ 11*t^5-9*t^6+ 7*t^7-4*t^8+ 2*t^9-t^10	(1-v^4+ v^6+ v^8-v^10)+ (1-2*v^4+ v^6+ 2*v^8)*z^2+ (-v^2-2*v^4-v^6)*z^4	71	11.48934266
11a_230	1	2	2	6	-2	3-13*t+ 19*t^2-13*t^3+ 3*t^4	t^(-1)-2+ 4*t-5*t^2+ 7*t^3-8*t^4+ 7*t^5-6*t^6+ 5*t^7-3*t^8+ 2*t^9-t^10	(1-v^6+ 2*v^8-v^10)+ (1-v^2-v^6+ 2*v^8)*z^2+ (-v^2-v^4-v^6)*z^4	51	9.274415863
11a_231	2	4	4	4	2	1-5*t+ 12*t^2-20*t^3+ 23*t^4-20*t^5+ 12*t^6-5*t^7+ t^8	t^(-7)-3*t^(-6)+ 7*t^(-5)-12*t^(-4)+ 14*t^(-3)-16*t^(-2)+ 16*t^(-1)-12+ 10*t-5*t^2+ 2*t^3-t^4	(3*v^(-4)-10*v^(-2)+ 12-4*v^2)+ (6*v^(-4)-19*v^(-2)+ 18-4*v^2)*z^2+ (4*v^(-4)-15*v^(-2)+ 10-v^2)*z^4+ (v^(-4)-6*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	99	14.73540122
11a_232	2	4	3	4	2	1-5*t+ 14*t^2-26*t^3+ 31*t^4-26*t^5+ 14*t^6-5*t^7+ t^8	t^(-7)-3*t^(-6)+ 7*t^(-5)-13*t^(-4)+ 17*t^(-3)-19*t^(-2)+ 20*t^(-1)-17+ 13*t-8*t^2+ 4*t^3-t^4	(2*v^(-4)-5*v^(-2)+ 5-v^2)+ (6*v^(-4)-16*v^(-2)+ 11-2*v^2)*z^2+ (4*v^(-4)-15*v^(-2)+ 8-v^2)*z^4+ (v^(-4)-6*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	123	16.4522958
11a_233	1	4	3	4	0	1-6*t+ 19*t^2-37*t^3+ 47*t^4-37*t^5+ 19*t^6-6*t^7+ t^8	-t^(-5)+ 4*t^(-4)-10*t^(-3)+ 18*t^(-2)-24*t^(-1)+ 28-28*t+ 25*t^2-18*t^3+ 11*t^4-5*t^5+ t^6	(-v^(-2)+ 3-v^2)+ (-4*v^(-2)+ 10-6*v^2+ v^4)*z^2+ (-3*v^(-2)+ 11-6*v^2+ v^4)*z^4+ (-v^(-2)+ 5-2*v^2)*z^6+ (1)*z^8	173	18.72955937
11a_234	4	4	2	3	-8	2-4*t+ 5*t^2-5*t^3+ 5*t^4-5*t^5+ 5*t^6-4*t^7+ 2*t^8	t^4-t^5+ 3*t^6-3*t^7+ 4*t^8-5*t^9+ 5*t^10-5*t^11+ 4*t^12-3*t^13+ 2*t^14-t^15	(4*v^8-2*v^10-v^12)+ (14*v^8+ 3*v^10-6*v^12)*z^2+ (16*v^8+ 10*v^10-5*v^12)*z^4+ (7*v^8+ 6*v^10-v^12)*z^6+ (v^8+ v^10)*z^8	37	7.440012119
11a_235	3	3	2	4	-6	4-10*t+ 14*t^2-15*t^3+ 14*t^4-10*t^5+ 4*t^6	t^3-2*t^4+ 5*t^5-7*t^6+ 10*t^7-11*t^8+ 11*t^9-10*t^10+ 7*t^11-4*t^12+ 2*t^13-t^14	(v^6+ 2*v^8-v^10-v^12)+ (4*v^6+ 8*v^8+ v^10-3*v^12)*z^2+ (4*v^6+ 8*v^8+ 3*v^10-v^12)*z^4+ (v^6+ 2*v^8+ v^10)*z^6	71	11.84450583
11a_236	3	3	2	4	-6	4-12*t+ 21*t^2-25*t^3+ 21*t^4-12*t^5+ 4*t^6	t^3-2*t^4+ 6*t^5-9*t^6+ 13*t^7-16*t^8+ 16*t^9-14*t^10+ 11*t^11-7*t^12+ 3*t^13-t^14	(2*v^6-v^12)+ (5*v^6+ 6*v^8-2*v^12)*z^2+ (4*v^6+ 7*v^8+ 2*v^10-v^12)*z^4+ (v^6+ 2*v^8+ v^10)*z^6	99	13.71869537
11a_237	3	2	3	5	-4	8-23*t+ 31*t^2-23*t^3+ 8*t^4	t^2-3*t^3+ 7*t^4-10*t^5+ 14*t^6-15*t^7+ 14*t^8-12*t^9+ 9*t^10-5*t^11+ 2*t^12-t^13	(2*v^6-v^12)+ (v^4+ 5*v^6+ 4*v^8-v^12)*z^2+ (v^4+ 3*v^6+ 3*v^8+ v^10)*z^4	93	13.65465277
11a_238	2	2	2	5	-4	6-16*t+ 21*t^2-16*t^3+ 6*t^4	t^2-2*t^3+ 5*t^4-7*t^5+ 9*t^6-10*t^7+ 10*t^8-8*t^9+ 6*t^10-4*t^11+ 2*t^12-t^13	(v^4+ v^8-v^12)+ (2*v^4+ 3*v^6+ 3*v^8+ v^10-v^12)*z^2+ (v^4+ 2*v^6+ 2*v^8+ v^10)*z^4	65	10.84671087
11a_239	2	4	3	4	-2	1-7*t+ 22*t^2-42*t^3+ 51*t^4-42*t^5+ 22*t^6-7*t^7+ t^8	t^(-3)-5*t^(-2)+ 12*t^(-1)-20+ 28*t-31*t^2+ 32*t^3-28*t^4+ 20*t^5-12*t^6+ 5*t^7-t^8	(2*v^2-v^4)+ (1-2*v^2+ 3*v^4-v^6)*z^2+ (2-6*v^2+ 5*v^4-v^6)*z^4+ (1-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	195	19.57372628
11a_240	4	4	3	3	-8	2-5*t+ 8*t^2-10*t^3+ 11*t^4-10*t^5+ 8*t^6-5*t^7+ 2*t^8	t^4-t^5+ 4*t^6-5*t^7+ 7*t^8-9*t^9+ 9*t^10-9*t^11+ 7*t^12-5*t^13+ 3*t^14-t^15	(6*v^8-6*v^10+ v^12)+ (17*v^8-5*v^10-3*v^12)*z^2+ (17*v^8+ 5*v^10-4*v^12)*z^4+ (7*v^8+ 5*v^10-v^12)*z^6+ (v^8+ v^10)*z^8	61	10.69806515
11a_241	3	3	3	4	-6	4-12*t+ 20*t^2-23*t^3+ 20*t^4-12*t^5+ 4*t^6	t^3-2*t^4+ 6*t^5-9*t^6+ 13*t^7-15*t^8+ 15*t^9-14*t^10+ 10*t^11-6*t^12+ 3*t^13-t^14	(2*v^6+ v^8-2*v^10)+ (5*v^6+ 6*v^8-v^10-2*v^12)*z^2+ (4*v^6+ 7*v^8+ 2*v^10-v^12)*z^4+ (v^6+ 2*v^8+ v^10)*z^6	95	13.70141825
11a_242	3	3	2	4	-6	3-7*t+ 9*t^2-9*t^3+ 9*t^4-7*t^5+ 3*t^6	t^3-t^4+ 3*t^5-4*t^6+ 6*t^7-7*t^8+ 7*t^9-7*t^10+ 5*t^11-3*t^12+ 2*t^13-t^14	(3*v^6-2*v^8+ v^10-v^12)+ (7*v^6+ 4*v^10-3*v^12)*z^2+ (5*v^6+ 3*v^8+ 4*v^10-v^12)*z^4+ (v^6+ v^8+ v^10)*z^6	47	9.033284111
11a_243	2	2	2	5	-4	6-17*t+ 23*t^2-17*t^3+ 6*t^4	t^2-2*t^3+ 5*t^4-7*t^5+ 10*t^6-11*t^7+ 10*t^8-9*t^9+ 7*t^10-4*t^11+ 2*t^12-t^13	(v^4+ v^6-v^8+ v^10-v^12)+ (2*v^4+ 3*v^6+ 2*v^8+ v^10-v^12)*z^2+ (v^4+ 2*v^6+ 2*v^8+ v^10)*z^4	69	11.47672849
11a_244	3	3	3	4	-6	5-17*t+ 32*t^2-39*t^3+ 32*t^4-17*t^5+ 5*t^6	t^3-3*t^4+ 9*t^5-14*t^6+ 20*t^7-24*t^8+ 24*t^9-21*t^10+ 16*t^11-10*t^12+ 4*t^13-t^14	(v^6+ 3*v^8-3*v^10)+ (3*v^6+ 12*v^8-5*v^10-v^12)*z^2+ (3*v^6+ 11*v^8-v^12)*z^4+ (v^6+ 3*v^8+ v^10)*z^6	147	17.34770203
11a_245	3	3	3	4	-6	3-9*t+ 16*t^2-19*t^3+ 16*t^4-9*t^5+ 3*t^6	t^3-t^4+ 4*t^5-6*t^6+ 9*t^7-12*t^8+ 12*t^9-11*t^10+ 9*t^11-6*t^12+ 3*t^13-t^14	(4*v^6-4*v^8+ 2*v^10-v^12)+ (8*v^6-2*v^8+ 3*v^10-2*v^12)*z^2+ (5*v^6+ 2*v^8+ 3*v^10-v^12)*z^4+ (v^6+ v^8+ v^10)*z^6	75	12.47307775
11a_246	2	2	2	5	-4	4-10*t+ 13*t^2-10*t^3+ 4*t^4	t^2-t^3+ 3*t^4-4*t^5+ 5*t^6-6*t^7+ 6*t^8-5*t^9+ 4*t^10-3*t^11+ 2*t^12-t^13	(2*v^4-v^6+ v^10-v^12)+ (3*v^4+ v^6+ v^8+ 2*v^10-v^12)*z^2+ (v^4+ v^6+ v^8+ v^10)*z^4	41	8.500583913
11a_247	1	1	2	6	-2	5-9*t+ 5*t^2	t-t^2+ 2*t^3-2*t^4+ 2*t^5-2*t^6+ 2*t^7-2*t^8+ 2*t^9-t^10+ t^11-t^12	(v^2+ v^10-v^12)+ (v^2+ v^4+ v^6+ v^8+ v^10)*z^2	19	3.553819919
11a_248	2	4	3	4	2	1-6*t+ 18*t^2-34*t^3+ 41*t^4-34*t^5+ 18*t^6-6*t^7+ t^8	-t^(-8)+ 5*t^(-7)-11*t^(-6)+ 17*t^(-5)-23*t^(-4)+ 26*t^(-3)-25*t^(-2)+ 22*t^(-1)-15+ 9*t-4*t^2+ t^3	(1)+ (-v^(-6)+ 5*v^(-4)-7*v^(-2)+ 3)*z^2+ (-v^(-6)+ 6*v^(-4)-10*v^(-2)+ 3)*z^4+ (2*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	159	17.71449125
11a_249	2	3	3	5	0	2-11*t+ 27*t^2-37*t^3+ 27*t^4-11*t^5+ 2*t^6	-t^(-7)+ 4*t^(-6)-7*t^(-5)+ 11*t^(-4)-16*t^(-3)+ 18*t^(-2)-18*t^(-1)+ 17-12*t+ 8*t^2-4*t^3+ t^4	(v^(-4)-2*v^(-2)+ 2)+ (-v^(-6)+ 3*v^(-4)-3*v^(-2)-1+ v^2)*z^2+ (2*v^(-4)-2*v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6	117	15.79695381
11a_250	2	4	3	4	-4	1-5*t+ 11*t^2-16*t^3+ 19*t^4-16*t^5+ 11*t^6-5*t^7+ t^8	t^(-2)-2*t^(-1)+ 5-8*t+ 11*t^2-13*t^3+ 13*t^4-12*t^5+ 10*t^6-6*t^7+ 3*t^8-t^9	(4-8*v^2+ 7*v^4-2*v^6)+ (4-16*v^2+ 16*v^4-5*v^6)*z^2+ (1-10*v^2+ 14*v^4-4*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8	85	13.80299729
11a_251	2	4	3	4	0	1-6*t+ 16*t^2-27*t^3+ 33*t^4-27*t^5+ 16*t^6-6*t^7+ t^8	t^(-6)-3*t^(-5)+ 7*t^(-4)-13*t^(-3)+ 18*t^(-2)-21*t^(-1)+ 22-19*t+ 15*t^2-9*t^3+ 4*t^4-t^5	(2*v^(-4)-5*v^(-2)+ 5-v^2)+ (3*v^(-4)-11*v^(-2)+ 10-3*v^2)*z^2+ (v^(-4)-8*v^(-2)+ 10-3*v^2)*z^4+ (-2*v^(-2)+ 5-v^2)*z^6+ (1)*z^8	133	16.92349027
11a_252	2	4	3	4	-2	1-6*t+ 16*t^2-27*t^3+ 31*t^4-27*t^5+ 16*t^6-6*t^7+ t^8	-t^(-4)+ 3*t^(-3)-7*t^(-2)+ 13*t^(-1)-17+ 21*t-21*t^2+ 19*t^3-15*t^4+ 9*t^5-4*t^6+ t^7	(-2*v^(-2)+ 6-4*v^2+ v^4)+ (-3*v^(-2)+ 11-10*v^2+ 3*v^4)*z^2+ (-v^(-2)+ 8-10*v^2+ 3*v^4)*z^4+ (2-5*v^2+ v^4)*z^6+ (-v^2)*z^8	131	16.85592881
11a_253	2	4	3	4	0	1-6*t+ 16*t^2-27*t^3+ 33*t^4-27*t^5+ 16*t^6-6*t^7+ t^8	t^(-6)-3*t^(-5)+ 7*t^(-4)-13*t^(-3)+ 18*t^(-2)-21*t^(-1)+ 22-19*t+ 15*t^2-9*t^3+ 4*t^4-t^5	(2*v^(-4)-5*v^(-2)+ 5-v^2)+ (3*v^(-4)-11*v^(-2)+ 10-3*v^2)*z^2+ (v^(-4)-8*v^(-2)+ 10-3*v^2)*z^4+ (-2*v^(-2)+ 5-v^2)*z^6+ (1)*z^8	133	16.92349027
