name	unknotting_number	three_genus	bridge_index	braid_index	signature	alexander_polynomial	jones_polynomial	homfly_polynomial	determinant	volume
Name	Unknotting Number	Genus	Bridge Index	Braid Index	Signature	Alexander	Jones	HOMFLY	Determinant	Volume
12a_870	2	4	3	4	2	2-10*t+ 23*t^2-37*t^3+ 43*t^4-37*t^5+ 23*t^6-10*t^7+ 2*t^8	t^(-9)-4*t^(-8)+ 8*t^(-7)-15*t^(-6)+ 22*t^(-5)-27*t^(-4)+ 30*t^(-3)-27*t^(-2)+ 23*t^(-1)-16+ 9*t-4*t^2+ t^3	(-2*v^(-6)+ 3*v^(-4))+ (v^(-6)+ 2*v^(-4)-2*v^(-2)+ 2)*z^2+ (3*v^(-6)-4*v^(-4)-5*v^(-2)+ 3)*z^4+ (v^(-6)-4*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-4)-v^(-2))*z^8	187	18.11633556
12a_871	2	4	3	4	2	2-11*t+ 27*t^2-45*t^3+ 53*t^4-45*t^5+ 27*t^6-11*t^7+ 2*t^8	t^(-9)-5*t^(-8)+ 11*t^(-7)-20*t^(-6)+ 28*t^(-5)-33*t^(-4)+ 36*t^(-3)-32*t^(-2)+ 26*t^(-1)-17+ 9*t-4*t^2+ t^3	(-3*v^(-6)+ 5*v^(-4)-v^(-2))+ (-v^(-6)+ 7*v^(-4)-4*v^(-2)+ 2)*z^2+ (2*v^(-6)-6*v^(-2)+ 3)*z^4+ (v^(-6)-3*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-4)-v^(-2))*z^8	223	19.59453668
12a_872	2	3	3	5	0	4-21*t+ 45*t^2-57*t^3+ 45*t^4-21*t^5+ 4*t^6	t^(-8)-5*t^(-7)+ 10*t^(-6)-17*t^(-5)+ 24*t^(-4)-28*t^(-3)+ 31*t^(-2)-28*t^(-1)+ 23-16*t+ 9*t^2-4*t^3+ t^4	(-2*v^(-6)+ 3*v^(-4))+ (4*v^(-4)-2*v^(-2)+ v^2)*z^2+ (v^(-6)-4*v^(-2)-1+ v^2)*z^4+ (-v^(-4)-2*v^(-2)-1)*z^6	197	18.84057565
12a_873	2	3	3	5	0	5-22*t+ 42*t^2-51*t^3+ 42*t^4-22*t^5+ 5*t^6	t^(-4)-4*t^(-3)+ 10*t^(-2)-17*t^(-1)+ 23-28*t+ 30*t^2-26*t^3+ 22*t^4-15*t^5+ 8*t^6-4*t^7+ t^8	(2-4*v^2+ 5*v^4-2*v^6)+ (v^(-2)+ 4-11*v^2+ 6*v^4+ v^6)*z^2+ (v^(-2)-10*v^2+ v^6)*z^4+ (-1-3*v^2-v^4)*z^6	189	17.6988421
12a_874	2	4	3	4	2	2-12*t+ 33*t^2-59*t^3+ 71*t^4-59*t^5+ 33*t^6-12*t^7+ 2*t^8	t^(-9)-5*t^(-8)+ 12*t^(-7)-23*t^(-6)+ 34*t^(-5)-42*t^(-4)+ 46*t^(-3)-42*t^(-2)+ 35*t^(-1)-24+ 13*t-5*t^2+ t^3	(-2*v^(-6)+ 3*v^(-4))+ (3*v^(-4)-v^(-2)+ 1)*z^2+ (2*v^(-6)-2*v^(-4)-3*v^(-2)+ 2)*z^4+ (v^(-6)-3*v^(-4)-3*v^(-2)+ 1)*z^6+ (-v^(-4)-v^(-2))*z^8	283	21.38301879
12a_875	1	3	3	5	-2	5-29*t+ 72*t^2-95*t^3+ 72*t^4-29*t^5+ 5*t^6	-t^(-2)+ 5*t^(-1)-13+ 25*t-36*t^2+ 46*t^3-49*t^4+ 46*t^5-38*t^6+ 26*t^7-15*t^8+ 6*t^9-t^10	(v^2+ 2*v^4-3*v^6+ v^8)+ (-v^2+ 6*v^4-5*v^6+ v^8)*z^2+ (-1-v^2+ 6*v^4-2*v^6-v^8)*z^4+ (v^2+ 3*v^4+ v^6)*z^6	307	21.95538923
12a_876	4	4	3	4	-8	3-8*t+ 13*t^2-18*t^3+ 21*t^4-18*t^5+ 13*t^6-8*t^7+ 3*t^8	t^4-2*t^5+ 5*t^6-7*t^7+ 12*t^8-14*t^9+ 15*t^10-16*t^11+ 13*t^12-10*t^13+ 6*t^14-3*t^15+ t^16	(v^8+ 8*v^10-12*v^12+ 4*v^14)+ (6*v^8+ 26*v^10-26*v^12+ 4*v^14)*z^2+ (11*v^8+ 29*v^10-16*v^12+ v^14)*z^4+ (6*v^8+ 13*v^10-3*v^12)*z^6+ (v^8+ 2*v^10)*z^8	105	12.93748451
12a_877	[3, 4]	3	3	5	-6	6-18*t+ 27*t^2-29*t^3+ 27*t^4-18*t^5+ 6*t^6	t^3-3*t^4+ 7*t^5-10*t^6+ 16*t^7-19*t^8+ 20*t^9-19*t^10+ 15*t^11-11*t^12+ 6*t^13-3*t^14+ t^15	(4*v^8-5*v^12+ 2*v^14)+ (v^6+ 13*v^8+ 3*v^10-9*v^12+ v^14)*z^2+ (3*v^6+ 12*v^8+ 6*v^10-3*v^12)*z^4+ (v^6+ 3*v^8+ 2*v^10)*z^6	131	14.49087993
12a_878	[2, 3]	5	3	3	2	1-3*t+ 6*t^2-9*t^3+ 12*t^4-13*t^5+ 12*t^6-9*t^7+ 6*t^8-3*t^9+ t^10	-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-9*t^(-4)+ 11*t^(-3)-10*t^(-2)+ 11*t^(-1)-8+ 6*t-4*t^2+ 2*t^3-t^4	(-7*v^(-4)+ 14*v^(-2)-6)+ (-17*v^(-4)+ 41*v^(-2)-17)*z^2+ (-17*v^(-4)+ 51*v^(-2)-17)*z^4+ (-7*v^(-4)+ 31*v^(-2)-7)*z^6+ (-v^(-4)+ 9*v^(-2)-1)*z^8+ (v^(-2))*z^10	75	11.19534434
12a_879	[2, 3]	4	3	4	0	2-7*t+ 15*t^2-23*t^3+ 27*t^4-23*t^5+ 15*t^6-7*t^7+ 2*t^8	-t^(-7)+ 2*t^(-6)-5*t^(-5)+ 9*t^(-4)-13*t^(-3)+ 17*t^(-2)-18*t^(-1)+ 19-15*t+ 11*t^2-7*t^3+ 3*t^4-t^5	(-4*v^(-4)+ 6*v^(-2)+ 1-2*v^2)+ (-8*v^(-4)+ 15*v^(-2)+ 4-5*v^2)*z^2+ (-5*v^(-4)+ 14*v^(-2)+ 8-4*v^2)*z^4+ (-v^(-4)+ 6*v^(-2)+ 5-v^2)*z^6+ (v^(-2)+ 1)*z^8	121	14.27530942
12a_880	[2, 3]	2	3	6	-4	12-40*t+ 57*t^2-40*t^3+ 12*t^4	t^2-4*t^3+ 10*t^4-15*t^5+ 21*t^6-24*t^7+ 25*t^8-22*t^9+ 17*t^10-12*t^11+ 6*t^12-3*t^13+ t^14	(v^6+ 3*v^8-2*v^10-2*v^12+ v^14)+ (5*v^6+ 7*v^8-v^10-3*v^12)*z^2+ (v^4+ 4*v^6+ 5*v^8+ 2*v^10)*z^4	161	15.85540697
12a_881	[2, 3]	4	3	4	4	2-7*t+ 13*t^2-15*t^3+ 15*t^4-15*t^5+ 13*t^6-7*t^7+ 2*t^8	-t^(-9)+ 3*t^(-8)-6*t^(-7)+ 8*t^(-6)-11*t^(-5)+ 13*t^(-4)-12*t^(-3)+ 12*t^(-2)-9*t^(-1)+ 7-4*t+ 2*t^2-t^3	(-2*v^(-6)+ 6*v^(-2)-3)+ (-4*v^(-6)+ 3*v^(-4)+ 14*v^(-2)-7)*z^2+ (-4*v^(-6)+ 7*v^(-4)+ 13*v^(-2)-5)*z^4+ (-v^(-6)+ 5*v^(-4)+ 6*v^(-2)-1)*z^6+ (v^(-4)+ v^(-2))*z^8	89	12.3199086
12a_882	2	3	3	5	2	4-16*t+ 33*t^2-41*t^3+ 33*t^4-16*t^5+ 4*t^6	-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 12*t^(-5)-18*t^(-4)+ 22*t^(-3)-22*t^(-2)+ 22*t^(-1)-17+ 12*t-7*t^2+ 3*t^3-t^4	(-v^(-6)-v^(-4)+ 4*v^(-2)-v^2)+ (-2*v^(-6)+ v^(-4)+ 7*v^(-2)+ 1-2*v^2)*z^2+ (-v^(-6)+ 2*v^(-4)+ 6*v^(-2)+ 2-v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6	147	15.58218549
12a_883	2	3	3	5	0	4-20*t+ 42*t^2-53*t^3+ 42*t^4-20*t^5+ 4*t^6	t^(-8)-4*t^(-7)+ 8*t^(-6)-15*t^(-5)+ 22*t^(-4)-26*t^(-3)+ 29*t^(-2)-27*t^(-1)+ 23-16*t+ 9*t^2-4*t^3+ t^4	(-v^(-6)+ v^(-4)+ v^(-2))+ (v^(-6)+ v^(-4)-v^(-2)+ v^2)*z^2+ (v^(-6)-v^(-4)-4*v^(-2)-1+ v^2)*z^4+ (-v^(-4)-2*v^(-2)-1)*z^6	185	18.34392959
12a_884	2	4	3	5	-2	1-9*t+ 33*t^2-66*t^3+ 81*t^4-66*t^5+ 33*t^6-9*t^7+ t^8	-t^(-4)+ 5*t^(-3)-13*t^(-2)+ 25*t^(-1)-36+ 45*t-48*t^2+ 45*t^3-37*t^4+ 25*t^5-13*t^6+ 5*t^7-t^8	(2-2*v^2+ v^4)+ (-v^(-2)+ 3-5*v^2+ 3*v^4-v^6)*z^2+ (-v^(-2)+ 4-5*v^2+ 4*v^4-v^6)*z^4+ (2-3*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	299	22.02877523
12a_885	2	4	3	5	-2	1-9*t+ 32*t^2-63*t^3+ 77*t^4-63*t^5+ 32*t^6-9*t^7+ t^8	-t^(-4)+ 5*t^(-3)-13*t^(-2)+ 24*t^(-1)-34+ 43*t-46*t^2+ 43*t^3-35*t^4+ 24*t^5-13*t^6+ 5*t^7-t^8	(1)+ (-v^(-2)+ 2-2*v^2+ 2*v^4-v^6)*z^2+ (-v^(-2)+ 4-4*v^2+ 4*v^4-v^6)*z^4+ (2-3*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	287	21.54161756
12a_886	[2, 3]	4	3	5	2	1-7*t+ 24*t^2-45*t^3+ 53*t^4-45*t^5+ 24*t^6-7*t^7+ t^8	t^(-9)-4*t^(-8)+ 10*t^(-7)-17*t^(-6)+ 25*t^(-5)-31*t^(-4)+ 32*t^(-3)-31*t^(-2)+ 25*t^(-1)-16+ 10*t-4*t^2+ t^3	(v^(-8)-2*v^(-6)+ 4*v^(-4)-6*v^(-2)+ 4)+ (v^(-8)-6*v^(-6)+ 11*v^(-4)-14*v^(-2)+ 4)*z^2+ (-3*v^(-6)+ 10*v^(-4)-12*v^(-2)+ 3)*z^4+ (3*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	207	18.21861978
12a_887	1	4	3	5	0	1-9*t+ 32*t^2-63*t^3+ 79*t^4-63*t^5+ 32*t^6-9*t^7+ t^8	t^(-6)-5*t^(-5)+ 13*t^(-4)-24*t^(-3)+ 35*t^(-2)-43*t^(-1)+ 47-43*t+ 35*t^2-24*t^3+ 13*t^4-5*t^5+ t^6	(1)+ (v^(-4)-2*v^(-2)+ 2-2*v^2+ v^4)*z^2+ (v^(-4)-4*v^(-2)+ 4-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8	289	21.4390241
12a_888	1	4	3	5	-2	1-9*t+ 33*t^2-67*t^3+ 83*t^4-67*t^5+ 33*t^6-9*t^7+ t^8	-t^(-4)+ 6*t^(-3)-15*t^(-2)+ 26*t^(-1)-37+ 46*t-48*t^2+ 45*t^3-36*t^4+ 24*t^5-13*t^6+ 5*t^7-t^8	(v^(-2)-2+ 3*v^2-v^4)+ (-1+ 2*v^4-v^6)*z^2+ (-v^(-2)+ 3-4*v^2+ 4*v^4-v^6)*z^4+ (2-3*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	303	21.81742341
12a_889	2	4	3	4	2	2-10*t+ 22*t^2-32*t^3+ 35*t^4-32*t^5+ 22*t^6-10*t^7+ 2*t^8	t^(-7)-4*t^(-6)+ 8*t^(-5)-14*t^(-4)+ 20*t^(-3)-24*t^(-2)+ 26*t^(-1)-23+ 20*t-14*t^2+ 8*t^3-4*t^4+ t^5	(-v^(-4)+ v^(-2)+ 2-v^2)+ (v^(-4)+ v^2)*z^2+ (3*v^(-4)-4*v^(-2)-4+ 3*v^2)*z^4+ (v^(-4)-4*v^(-2)-4+ v^2)*z^6+ (-v^(-2)-1)*z^8	167	17.60494123
12a_890	2	3	3	5	0	4-21*t+ 47*t^2-61*t^3+ 47*t^4-21*t^5+ 4*t^6	t^(-6)-4*t^(-5)+ 9*t^(-4)-17*t^(-3)+ 25*t^(-2)-30*t^(-1)+ 33-30*t+ 25*t^2-17*t^3+ 9*t^4-4*t^5+ t^6	(-v^(-2)+ 3-v^2)+ (v^(-4)-v^(-2)+ 1-v^2+ v^4)*z^2+ (v^(-4)-v^(-2)-3-v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6	205	18.90966258
12a_891	2	4	3	4	-4	2-11*t+ 29*t^2-47*t^3+ 55*t^4-47*t^5+ 29*t^6-11*t^7+ 2*t^8	-t^(-1)+ 5-11*t+ 20*t^2-28*t^3+ 35*t^4-37*t^5+ 34*t^6-28*t^7+ 19*t^8-10*t^9+ 4*t^10-t^11	(2*v^2-2*v^4+ 2*v^6-v^8)+ (v^2-3*v^4+ 7*v^6-3*v^8)*z^2+ (-2*v^2+ v^4+ 7*v^6-3*v^8)*z^4+ (-v^2+ 3*v^4+ 4*v^6-v^8)*z^6+ (v^4+ v^6)*z^8	233	19.94468109
12a_892	2	3	3	5	-2	4-22*t+ 53*t^2-69*t^3+ 53*t^4-22*t^5+ 4*t^6	-t^(-2)+ 5*t^(-1)-11+ 20*t-28*t^2+ 34*t^3-36*t^4+ 33*t^5-26*t^6+ 18*t^7-10*t^8+ 4*t^9-t^10	(1-v^4+ 2*v^6-v^8)+ (-v^2+ v^4+ 2*v^6-v^8)*z^2+ (-1+ 3*v^4+ v^6-v^8)*z^4+ (v^2+ 2*v^4+ v^6)*z^6	227	19.70667043
12a_893	1	4	3	5	0	1-9*t+ 33*t^2-68*t^3+ 87*t^4-68*t^5+ 33*t^6-9*t^7+ t^8	t^(-6)-5*t^(-5)+ 13*t^(-4)-25*t^(-3)+ 38*t^(-2)-46*t^(-1)+ 50-47*t+ 38*t^2-26*t^3+ 14*t^4-5*t^5+ t^6	(2-2*v^2+ v^4)+ (v^(-4)-3*v^(-2)+ 4-4*v^2+ v^4)*z^2+ (v^(-4)-4*v^(-2)+ 5-4*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8	309	22.16093104
12a_894	2	4	3	4	0	2-12*t+ 33*t^2-56*t^3+ 67*t^4-56*t^5+ 33*t^6-12*t^7+ 2*t^8	-t^(-5)+ 5*t^(-4)-12*t^(-3)+ 22*t^(-2)-33*t^(-1)+ 41-43*t+ 41*t^2-33*t^3+ 23*t^4-13*t^5+ 5*t^6-t^7	(v^(-2)-2+ 3*v^2-v^4)+ (-2+ 3*v^2-v^4)*z^2+ (-2*v^(-2)+ 2+ 3*v^2-2*v^4)*z^4+ (-v^(-2)+ 3+ 3*v^2-v^4)*z^6+ (1+ v^2)*z^8	273	21.14629297
12a_895	2	4	3	4	-2	2-10*t+ 27*t^2-51*t^3+ 63*t^4-51*t^5+ 27*t^6-10*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 11*t^(-1)-21+ 30*t-36*t^2+ 40*t^3-36*t^4+ 29*t^5-20*t^6+ 10*t^7-4*t^8+ t^9	(1-v^2+ 2*v^4-v^6)+ (4-5*v^2-v^4+ 3*v^6)*z^2+ (3-7*v^2-6*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	243	20.40896208
12a_896	[2, 3]	4	3	4	-2	2-11*t+ 26*t^2-40*t^3+ 45*t^4-40*t^5+ 26*t^6-11*t^7+ 2*t^8	t^(-5)-5*t^(-4)+ 10*t^(-3)-17*t^(-2)+ 25*t^(-1)-29+ 32*t-29*t^2+ 24*t^3-17*t^4+ 9*t^5-4*t^6+ t^7	(-3*v^(-2)+ 7-3*v^2)+ (-2*v^(-2)+ 9-6*v^2+ 2*v^4)*z^2+ (2*v^(-2)+ 1-6*v^2+ 3*v^4)*z^4+ (v^(-2)-3-4*v^2+ v^4)*z^6+ (-1-v^2)*z^8	203	18.98947239
12a_897	2	3	3	5	0	4-22*t+ 50*t^2-65*t^3+ 50*t^4-22*t^5+ 4*t^6	t^(-6)-5*t^(-5)+ 11*t^(-4)-19*t^(-3)+ 27*t^(-2)-32*t^(-1)+ 35-31*t+ 25*t^2-17*t^3+ 9*t^4-4*t^5+ t^6	(-v^(-4)+ v^(-2)+ 2-v^2)+ (2*v^(-2)-v^2+ v^4)*z^2+ (v^(-4)-3-v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6	217	19.27761428
12a_898	[2, 3]	5	3	3	2	1-4*t+ 11*t^2-21*t^3+ 30*t^4-33*t^5+ 30*t^6-21*t^7+ 11*t^8-4*t^9+ t^10	-t^(-8)+ 3*t^(-7)-8*t^(-6)+ 14*t^(-5)-20*t^(-4)+ 25*t^(-3)-26*t^(-2)+ 25*t^(-1)-19+ 14*t-8*t^2+ 3*t^3-t^4	(-6*v^(-4)+ 12*v^(-2)-5)+ (-15*v^(-4)+ 36*v^(-2)-15)*z^2+ (-14*v^(-4)+ 43*v^(-2)-14)*z^4+ (-6*v^(-4)+ 26*v^(-2)-6)*z^6+ (-v^(-4)+ 8*v^(-2)-1)*z^8+ (v^(-2))*z^10	167	17.5314016
12a_899	[2, 3]	4	3	4	0	2-8*t+ 20*t^2-35*t^3+ 43*t^4-35*t^5+ 20*t^6-8*t^7+ 2*t^8	-t^(-7)+ 3*t^(-6)-8*t^(-5)+ 14*t^(-4)-20*t^(-3)+ 26*t^(-2)-27*t^(-1)+ 26-21*t+ 15*t^2-8*t^3+ 3*t^4-t^5	(-3*v^(-4)+ 4*v^(-2)+ 2-2*v^2)+ (-6*v^(-4)+ 9*v^(-2)+ 8-6*v^2)*z^2+ (-4*v^(-4)+ 10*v^(-2)+ 10-4*v^2)*z^4+ (-v^(-4)+ 5*v^(-2)+ 5-v^2)*z^6+ (v^(-2)+ 1)*z^8	173	17.9473908
12a_900	[3, 4]	3	3	5	-6	8-29*t+ 54*t^2-65*t^3+ 54*t^4-29*t^5+ 8*t^6	t^3-4*t^4+ 12*t^5-21*t^6+ 31*t^7-37*t^8+ 40*t^9-37*t^10+ 29*t^11-20*t^12+ 10*t^13-4*t^14+ t^15	(3*v^8+ 2*v^10-6*v^12+ 2*v^14)+ (v^6+ 12*v^8+ 6*v^10-10*v^12+ v^14)*z^2+ (2*v^6+ 13*v^8+ 8*v^10-4*v^12)*z^4+ (v^6+ 4*v^8+ 3*v^10)*z^6	247	20.49843885
12a_901	[2, 3]	4	3	5	2	1-9*t+ 27*t^2-47*t^3+ 55*t^4-47*t^5+ 27*t^6-9*t^7+ t^8	-t^(-8)+ 4*t^(-7)-11*t^(-6)+ 19*t^(-5)-27*t^(-4)+ 34*t^(-3)-35*t^(-2)+ 33*t^(-1)-26+ 18*t-10*t^2+ 4*t^3-t^4	(-v^(-6)-v^(-4)+ 5*v^(-2)-2)+ (-2*v^(-6)+ 2*v^(-4)+ 5*v^(-2)+ 1-2*v^2)*z^2+ (-v^(-6)+ 5*v^(-4)-v^(-2)+ 5-v^2)*z^4+ (2*v^(-4)-3*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	223	19.49141459
12a_902	2	3	3	6	0	2-18*t+ 51*t^2-71*t^3+ 51*t^4-18*t^5+ 2*t^6	-t^(-7)+ 4*t^(-6)-10*t^(-5)+ 17*t^(-4)-25*t^(-3)+ 32*t^(-2)-33*t^(-1)+ 32-26*t+ 18*t^2-10*t^3+ 4*t^4-t^5	(-2*v^(-4)+ 3*v^(-2)+ 1-v^2)+ (-v^(-6)+ 3*v^(-2)+ 2-v^4)*z^2+ (2*v^(-4)+ v^(-2)+ 1+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6	213	19.21336834
12a_903	2	3	3	5	-4	5-26*t+ 57*t^2-73*t^3+ 57*t^4-26*t^5+ 5*t^6	1-4*t+ 11*t^2-20*t^3+ 31*t^4-37*t^5+ 40*t^6-38*t^7+ 30*t^8-21*t^9+ 11*t^10-4*t^11+ t^12	(3*v^4-v^6-2*v^8+ v^10)+ (v^2+ 5*v^4-5*v^6+ v^10)*z^2+ (v^2+ v^4-7*v^6+ v^10)*z^4+ (-v^4-3*v^6-v^8)*z^6	249	20.580749
12a_904	2	4	3	4	-2	2-10*t+ 23*t^2-36*t^3+ 41*t^4-36*t^5+ 23*t^6-10*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 9*t^(-1)-15+ 22*t-27*t^2+ 29*t^3-26*t^4+ 22*t^5-15*t^6+ 8*t^7-4*t^8+ t^9	(1-2*v^2+ 4*v^4-2*v^6)+ (2-3*v^2+ 2*v^4+ v^6)*z^2+ (3-5*v^2-4*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	183	17.96756596
12a_905	2	3	3	5	0	4-20*t+ 43*t^2-55*t^3+ 43*t^4-20*t^5+ 4*t^6	t^(-4)-4*t^(-3)+ 10*t^(-2)-17*t^(-1)+ 23-28*t+ 30*t^2-26*t^3+ 22*t^4-15*t^5+ 8*t^6-4*t^7+ t^8	(v^(-2)-2+ 2*v^2+ v^4-v^6)+ (v^(-2)-1-v^2+ v^4+ v^6)*z^2+ (v^(-2)-1-4*v^2-v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6	189	18.14685143
12a_906	2	4	3	5	0	1-8*t+ 26*t^2-53*t^3+ 69*t^4-53*t^5+ 26*t^6-8*t^7+ t^8	t^(-6)-4*t^(-5)+ 11*t^(-4)-20*t^(-3)+ 30*t^(-2)-37*t^(-1)+ 39-37*t+ 30*t^2-20*t^3+ 11*t^4-4*t^5+ t^6	(2*v^(-4)-3*v^(-2)+ 3-3*v^2+ 2*v^4)+ (2*v^(-4)-8*v^(-2)+ 7-8*v^2+ 2*v^4)*z^2+ (v^(-4)-6*v^(-2)+ 8-6*v^2+ v^4)*z^4+ (-2*v^(-2)+ 4-2*v^2)*z^6+ (1)*z^8	245	20.36058483
12a_907	3	4	3	4	-4	2-11*t+ 29*t^2-45*t^3+ 51*t^4-45*t^5+ 29*t^6-11*t^7+ 2*t^8	-t^(-1)+ 5-11*t+ 19*t^2-27*t^3+ 34*t^4-35*t^5+ 33*t^6-27*t^7+ 18*t^8-10*t^9+ 4*t^10-t^11	(v^2-v^4+ 3*v^6-2*v^8)+ (v^2-2*v^4+ 8*v^6-3*v^8)*z^2+ (-2*v^2+ v^4+ 7*v^6-3*v^8)*z^4+ (-v^2+ 3*v^4+ 4*v^6-v^8)*z^6+ (v^4+ v^6)*z^8	225	19.6384501
12a_908	2	3	3	5	-2	4-22*t+ 55*t^2-73*t^3+ 55*t^4-22*t^5+ 4*t^6	-t^(-2)+ 5*t^(-1)-12+ 21*t-29*t^2+ 36*t^3-37*t^4+ 34*t^5-27*t^6+ 18*t^7-10*t^8+ 4*t^9-t^10	(v^2+ v^6-v^8)+ (2*v^4+ 2*v^6-v^8)*z^2+ (-1+ 3*v^4+ v^6-v^8)*z^4+ (v^2+ 2*v^4+ v^6)*z^6	235	19.77779011
12a_909	2	5	3	3	-4	1-4*t+ 9*t^2-14*t^3+ 16*t^4-17*t^5+ 16*t^6-14*t^7+ 9*t^8-4*t^9+ t^10	t^(-2)-3*t^(-1)+ 6-8*t+ 12*t^2-14*t^3+ 15*t^4-15*t^5+ 12*t^6-9*t^7+ 6*t^8-3*t^9+ t^10	(5*v^2-7*v^4+ 3*v^6)+ (11*v^2-23*v^4+ 10*v^6)*z^2+ (12*v^2-34*v^4+ 12*v^6)*z^4+ (6*v^2-24*v^4+ 6*v^6)*z^6+ (v^2-8*v^4+ v^6)*z^8+ (-v^4)*z^10	105	13.96390574
12a_910	2	4	3	4	-2	2-9*t+ 22*t^2-36*t^3+ 41*t^4-36*t^5+ 22*t^6-9*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 10*t^(-1)-16+ 23*t-27*t^2+ 28*t^3-26*t^4+ 20*t^5-13*t^6+ 7*t^7-3*t^8+ t^9	(2-3*v^4+ 2*v^6)+ (3-2*v^2-9*v^4+ 5*v^6)*z^2+ (3-5*v^2-10*v^4+ 4*v^6)*z^4+ (1-4*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	179	17.52800482
12a_911	[2, 3]	4	3	4	-2	2-9*t+ 23*t^2-39*t^3+ 45*t^4-39*t^5+ 23*t^6-9*t^7+ 2*t^8	t^(-3)-3*t^(-2)+ 8*t^(-1)-14+ 22*t-28*t^2+ 30*t^3-29*t^4+ 24*t^5-17*t^6+ 10*t^7-4*t^8+ t^9	(4-5*v^2+ v^4+ v^6)+ (6-12*v^2-v^4+ 3*v^6)*z^2+ (4-11*v^2-5*v^4+ 3*v^6)*z^4+ (1-5*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	191	17.89250363
12a_912	[2, 3]	3	3	5	0	3-12*t+ 26*t^2-35*t^3+ 26*t^4-12*t^5+ 3*t^6	t^(-4)-3*t^(-3)+ 7*t^(-2)-10*t^(-1)+ 14-17*t+ 17*t^2-16*t^3+ 13*t^4-9*t^5+ 6*t^6-3*t^7+ t^8	(2*v^(-2)-1-v^2+ v^6)+ (2*v^(-2)-4-2*v^2-3*v^4+ 2*v^6)*z^2+ (v^(-2)-3-2*v^2-3*v^4+ v^6)*z^4+ (-1-v^2-v^4)*z^6	117	14.60665745
12a_913	2	4	3	5	-2	1-7*t+ 24*t^2-48*t^3+ 59*t^4-48*t^5+ 24*t^6-7*t^7+ t^8	t^(-5)-4*t^(-4)+ 10*t^(-3)-18*t^(-2)+ 26*t^(-1)-32+ 35*t-32*t^2+ 27*t^3-19*t^4+ 10*t^5-4*t^6+ t^7	(v^(-4)-3*v^(-2)+ 5-3*v^2+ v^4)+ (v^(-4)-6*v^(-2)+ 12-12*v^2+ 4*v^4)*z^2+ (-3*v^(-2)+ 10-12*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6+ (-v^2)*z^8	219	19.85528143
12a_914	2	3	3	5	2	5-25*t+ 59*t^2-77*t^3+ 59*t^4-25*t^5+ 5*t^6	-t^(-10)+ 5*t^(-9)-13*t^(-8)+ 22*t^(-7)-32*t^(-6)+ 39*t^(-5)-40*t^(-4)+ 38*t^(-3)-30*t^(-2)+ 20*t^(-1)-10+ 4*t-t^2	(-3*v^(-6)+ 5*v^(-4)-v^(-2))+ (-4*v^(-6)+ 10*v^(-4)-v^(-2)-1)*z^2+ (-v^(-8)-v^(-6)+ 8*v^(-4)-1)*z^4+ (v^(-6)+ 3*v^(-4)+ v^(-2))*z^6	255	20.84338106
12a_915	2	3	3	6	-2	3-23*t+ 65*t^2-89*t^3+ 65*t^4-23*t^5+ 3*t^6	t^(-3)-4*t^(-2)+ 11*t^(-1)-21+ 32*t-40*t^2+ 44*t^3-41*t^4+ 34*t^5-24*t^6+ 13*t^7-5*t^8+ t^9	(2-3*v^2+ 3*v^4-v^6)+ (v^(-2)+ 1-6*v^2+ 5*v^4-2*v^6+ v^8)*z^2+ (-2-3*v^2+ 3*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6	271	21.22873035
